paper;sample;variable;group;nClusters;n;mean;sd;SE;decimalM;decimalSD;pReported;discreteItemsCount;nPerCellAssumed;notes
1540;1;3;1;;50;43.5;10.47;;1;2;0.9;;;
1540;1;3;2;;47;43.2;10.55;;1;2;0.9;;;
1540;1;4;1;;50;2.23;1.22;;2;2;0.24;1;;
1540;1;4;2;;47;2.58;1.45;;2;2;0.24;1;;
1548;1;1;1;;116;22.05;14.18;;2;2;;;;
1548;1;1;2;;112;21.06;14.25;;2;2;;;;
1548;1;2;1;;116;24.41;6.48;;2;2;;;;
1548;1;2;2;;112;13.38;6.43;;2;2;;;;
1548;1;3;1;;116;24.09;8.2;;2;2;;;;
1548;1;3;2;;112;23.72;7.56;;2;2;;;;
1548;1;4;1;;116;6.33;2.01;;2;2;;;;
1548;1;4;2;;112;6.16;2.1;;2;2;;;;
1559;1;1;1;;140;110.65;13.12;;2;2;;36;;
1559;1;1;2;;69;109.17;15.13;;2;2;;36;;
1559;1;2;1;;140;38.84;6.37;;2;2;;11;;
1559;1;2;2;;69;34.1;5.54;;2;2;;11;;
1559;1;3;1;;140;3.87;0.78;;2;2;;18;;
1559;1;3;2;;69;3.8;0.77;;2;2;;18;;
1559;1;4;1;;140;2.22;0.39;;2;2;;36;;
1559;1;4;2;;69;2.18;0.38;;2;2;;36;;
1559;1;5;1;;140;2.15;0.59;;2;2;;9;;
1559;1;5;2;;69;2.1;0.64;;2;2;;9;;
1559;1;6;1;;140;2.43;0.4;;2;2;;NA;;
1559;1;6;2;;69;2.37;0.42;;2;2;;NA;;
1561;1;1;1;8;45;13.13;1.5;;2;2;0.826;;;
1561;1;1;2;8;37;12.05;1.75;;2;2;0.826;;;
1561;1;2;1;8;45;2.36;1.73;;2;2;0.926;;;
1561;1;2;2;8;37;2.32;1.87;;2;2;0.926;;;
1561;1;3;1;8;45;7.04;3.93;;2;2;0.098;;;
1561;1;3;2;8;37;8.85;3.29;;2;2;0.098;;;
1561;1;4;1;8;45;4.29;2.26;;2;2;0.808;;;
1561;1;4;2;8;37;4.17;1.84;;2;2;0.808;;;
1561;1;5;1;8;45;23.11;8.77;;2;2;0.006;;;
1561;1;5;2;8;37;17.55;9.05;;2;2;0.006;;;
1561;1;6;1;8;45;23.02;10.51;;2;2;;;;
1561;1;6;2;8;37;17.92;11.86;;2;2;;;;
1561;1;7;1;8;45;10.96;5.26;;2;2;;;;
1561;1;7;2;8;37;9.17;4.61;;2;2;;;;
1561;1;8;1;8;45;40.17;9.58;;2;2;;;;
1561;1;8;2;8;37;38.13;7.75;;2;2;;;;
1561;1;9;1;8;45;15.31;2.92;;2;2;;;;
1561;1;9;2;8;37;14.67;2.58;;2;2;;;;
1561;1;10;1;8;45;7.34;3.64;;2;2;;;;
1561;1;10;2;8;37;7.53;4.24;;2;2;;;;
1561;1;11;1;8;45;8.66;1.62;;2;2;;;;
1561;1;11;2;8;37;8.34;1.6;;2;2;;;;
1563;1;1;1;;32;5.88;1.13;;2;2;0.18;;;
1563;1;1;2;;39;6.19;0.86;;2;2;0.18;;;
1563;1;2;1;;32;35.85;16.01;;2;2;0.42;;;
1563;1;2;2;;39;32.95;12.99;;2;2;0.42;;;
1563;1;3;1;;32;27.95;11.02;;2;2;0.13;;;
1563;1;3;2;;39;23.23;13.53;;2;2;0.13;;;
1573;1;1;1;;79;41.7;13.6;;1;1;;;;
1573;1;1;2;;79;41.4;13.2;;1;1;;;;
1573;1;2;1;;79;13;13.1;;1;1;;;;
1573;1;2;2;;79;14.1;13.1;;1;1;;;;
1573;1;3;1;;79;105.3;17.7;;1;1;;;;
1573;1;3;2;;79;102.9;22.4;;1;1;;;;
1588;1;1;1;;33;20.4;1.5;;1;1;0.77;;;
1588;1;1;2;;32;20.2;1.3;;1;1;0.77;;;
1588;1;2;1;;33;63.1;7.2;;1;1;0.91;;;
1588;1;2;2;;32;63.3;9.9;;1;1;0.91;;;
1588;1;3;1;;33;1.7;0.1;;1;1;0.39;;;0.39 indeed reported 
1588;1;3;2;;32;1.7;0.1;;1;1;0.39;;;
1588;1;4;1;;33;4.9;2;;1;1;0.69;;;
1588;1;4;2;;32;5;1.4;;1;1;0.69;;;
1588;1;5;1;;33;3;2.3;;1;1;0.41;;;
1588;1;5;2;;32;3.4;2;;1;1;0.41;;;
1588;1;6;1;;33;25.4;7.3;;1;1;0.26;;;
1588;1;6;2;;32;23.5;6.4;;1;1;0.26;;;
1588;1;7;1;;33;32.8;6.8;;1;1;0.61;;;
1588;1;7;2;;32;33.6;5.1;;1;1;0.61;;;
1588;1;8;1;;33;594;79;;0;0;0.09;;;
1588;1;8;2;;32;636;115;;0;0;0.09;;;
1588;1;9;1;;33;607;67;;0;0;0.38;;;
1588;1;9;2;;32;625;94;;0;0;0.38;;;
1588;1;10;1;;33;608;77;;0;0;0.28;;;
1588;1;10;2;;32;636;123;;0;0;0.28;;;
1588;1;11;1;;33;601;58;;0;0;0.14;;;
1588;1;11;2;;32;631;95;;0;0;0.14;;;
1590;1;1;1;;19;9.92;1.91;;2;2;0.918;;;
1590;1;1;2;;18;9.99;1.92;;2;2;0.918;;;
1590;1;2;1;;19;35.53;12.4;;2;2;0.485;;;
1590;1;2;2;;18;32.5;13.66;;1;2;0.485;;;
1590;1;3;1;;19;94.56;19.1;;2;2;0.749;;;
1590;1;3;2;;18;92.61;16.97;;2;2;0.749;;;
1590;1;4;1;;18;36;12.58;;2;2;;;;
1590;1;4;2;;18;32.5;13.66;;2;2;;;;
1590;1;5;1;;18;14.89;1.68;;2;2;;10;;
1590;1;5;2;;18;15.33;2;;2;2;;10;;
1590;1;6;1;;18;71.57;18.46;;2;2;;;;
1590;1;6;2;;18;64.89;23.38;;2;2;;;;
1590;1;7;1;;18;47.69;15.34;;2;2;;33;;
1590;1;7;2;;18;34.94;19.27;;2;2;;33;;
1593;1;1;1;;134;28.6;5.1;;1;1;;;;
1593;1;1;2;;135;28.1;5.7;;1;1;;;;
1596;1;1;1;;49;1.78;1.09;;2;2;;1;;
1596;1;1;2;;21;1.57;0.93;;2;2;;1;;
1596;1;2;1;;49;4.54;2.03;;2;2;;;;
1596;1;2;2;;21;5.24;2.23;;2;2;;;;
1596;1;3;1;;49;31.94;10.51;;2;2;;;;
1596;1;3;2;;21;34.05;10.72;;2;2;;;;
1596;1;4;1;;49;55.9;15.06;;2;2;;;;
1596;1;4;2;;21;60.24;17.79;;2;2;;;;
1596;1;5;1;;49;63.22;10.79;;2;2;;;;
1596;1;5;2;;21;68.48;8.18;;2;2;;;;
1606;1;1;1;;30;31.97;7.81;;2;2;;;;
1606;1;1;2;;28;34.07;8.32;;2;2;;;;
1606;1;1;3;;33;33.84;8.34;;2;2;;;;
1616;1;1;1;;48;28.1;;1.39;2;0;;20;;
1616;1;1;2;;42;27.88;;1.49;2;0;;20;;
1616;1;1;3;;45;28.18;;1.44;2;0;;20;;
1616;1;2;1;;48;20.65;;1.09;2;0;;NA;;
1616;1;2;2;;42;19.38;;1.16;2;0;;NA;;
1616;1;2;3;;45;21.2;;1.12;2;0;;NA;;
1616;1;3;1;;48;5.25;;0.31;2;0;;NA;;
1616;1;3;2;;42;4.57;;0.33;2;0;;NA;;
1616;1;3;3;;45;5.16;;0.32;2;0;;NA;;
1616;1;4;1;;48;23.22;;1.7;2;0;;16;;
1616;1;4;2;;42;24.43;;1.8;2;0;;16;;
1616;1;4;3;;45;24.76;;1.74;2;0;;16;;
1616;1;5;1;;48;43.73;;1.23;2;0;;15;;
1616;1;5;2;;42;44.68;;1.32;2;0;;15;;
1616;1;5;3;;45;43.91;;1.2;2;0;;15;;
1631;1;1;1;;42;9.41;4.28;;2;2;;12;;
1631;1;1;2;;40;8.86;4.36;;2;2;;12;;
1631;1;1;3;;15;9.84;3.86;;2;2;;12;;
1631;1;2;1;;42;35.36;7.95;;2;2;;;;
1631;1;2;2;;40;36.88;6.66;;2;2;;;;
1631;1;2;3;;15;37.45;6.58;;2;2;;;;
1631;1;3;1;;42;207.03;22.67;;2;2;;;;
1631;1;3;2;;40;218.3;19.95;;2;2;;;;
1631;1;3;3;;15;221.83;17.99;;2;2;;;;
1631;1;4;1;;42;2.55;1.07;;2;2;;;;
1631;1;4;2;;40;2.25;0.92;;2;2;;;;
1631;1;5;1;;42;3.06;1.06;;2;2;;;;
1631;1;5;2;;40;2.71;0.98;;2;2;;;;
1631;1;6;1;;42;61;9.3;;2;2;;118;;
1631;1;6;2;;40;63.96;8.74;;2;2;;118;;
1631;1;6;3;;15;62;7.62;;2;2;;118;;
1631;1;7;1;;42;66.78;9.54;;2;2;;;;
1631;1;7;2;;40;69.73;6.55;;2;2;;;;
1631;1;7;3;;15;68.29;5.88;;2;2;;;;
1631;1;8;1;;42;3.85;0.75;;2;2;;;;
1631;1;8;2;;40;3.88;0.72;;2;2;;;;
1631;1;8;3;;15;3.91;0.6;;2;2;;;;
1631;1;9;1;;42;3.04;0.94;;2;2;;;;
1631;1;9;2;;40;2.81;0.81;;2;2;;;;
1631;1;9;3;;15;3.07;0.56;;2;2;;;;
1631;1;10;1;;42;2.91;0.75;;2;2;;;;
1631;1;10;2;;40;2.43;0.79;;2;2;;;;
1631;1;10;3;;15;2.95;0.63;;2;2;;;;
1631;1;11;1;;42;3.63;0.63;;2;2;;;;
1631;1;11;2;;40;3.36;1.04;;2;2;;;;
1631;1;11;3;;15;3.4;0.84;;2;2;;;;
1631;1;12;1;;42;150.57;32.59;;2;2;;33;;
1631;1;12;2;;40;149.66;35.02;;2;2;;33;;
1631;1;12;3;;15;153.75;26.39;;2;2;;33;;
1631;1;13;1;;42;3.59;0.73;;2;2;;21;;
1631;1;13;2;;40;3.26;1.03;;2;2;;21;;
1631;1;13;3;;15;3.18;0.77;;2;2;;21;;
1631;1;14;1;;42;3.12;0.87;;2;2;;;;
1631;1;14;2;;40;2.77;0.78;;2;2;;;;
1631;1;14;3;;15;2.79;0.74;;2;2;;;;
1631;1;15;1;;42;2.94;0.79;;2;2;;;;
1631;1;15;2;;40;2.67;0.73;;2;2;;;;
1631;1;15;3;;15;2.77;0.59;;2;2;;;;
1631;1;16;1;;42;2.86;0.92;;2;2;;;;
1631;1;16;2;;40;2.4;1.1;;2;2;;;;
1631;1;17;1;;42;60.86;7.75;;2;2;;;;
1631;1;17;2;;40;61.56;7.81;;2;2;;;;
1631;1;17;3;;15;55;3.61;;2;2;;;;
1631;1;18;1;;42;71.6;6.65;;2;2;;;;
1631;1;18;2;;40;71.43;10.05;;2;2;;;;
1631;1;18;3;;15;69;9;;2;2;;;;
1635;1;1;1;;115;20.58;14.01;;2;2;;14;;
1635;1;1;2;;137;20.76;14.79;;2;2;;14;;
1635;1;1;3;;137;20.4;13.8;;2;2;;14;;
1635;1;2;1;;115;16.39;6.33;;2;2;;NA;;
1635;1;2;2;;137;17.29;5.7;;2;2;;NA;;
1635;1;2;3;;137;17.34;6.35;;2;2;;NA;;
1635;1;3;1;;115;32.54;12.65;;2;2;;20;;
1635;1;3;2;;137;32.2;12.84;;2;2;;20;;
1635;1;3;3;;137;32.9;11.18;;2;2;;20;;
1635;1;4;1;;115;76.4;15.82;;2;2;;20;;
1635;1;4;2;;137;77.98;13.52;;2;2;;20;;
1635;1;4;3;;137;75.5;16;;2;2;;20;;
1635;1;5;1;;115;197.95;27.88;;2;2;;51;;
1635;1;5;2;;137;199.54;27.81;;2;2;;51;;
1635;1;5;3;;137;196.3;27.02;;2;2;;51;;
1635;1;6;1;;115;9.58;6.29;;2;2;;NA;;
1635;1;6;2;;137;10.47;6.41;;2;2;;NA;;
1635;1;6;3;;137;10.06;6.84;;2;2;;NA;;
1635;1;7;1;;115;0.97;6.07;;2;2;;11;;
1635;1;7;2;;137;1.19;5.85;;2;2;;11;;
1635;1;7;3;;137;0.93;5.52;;2;2;;11;;
1641;1;1;1;;39;9.96;1.88;;2;2;0.09;;;There were other variables reported only for a subset of the groups. I included only these that were reported for the full randomised sample 
1641;1;1;2;;36;9.11;1.26;;2;2;0.09;;;
1641;1;1;3;;37;9.8;1.96;;2;2;0.09;;;
1641;1;2;1;;39;100.56;13.18;;0;0;0.48;;;
1641;1;2;2;;36;101.11;14.24;;2;2;0.48;;;
1641;1;2;3;;37;97.57;12.74;;2;2;0.48;;;
1641;1;3;1;;39;16.56;5.1;;2;2;0.82;;;
1641;1;3;2;;36;16.33;5.65;;2;2;0.82;;;
1641;1;3;3;;37;15.81;5.26;;2;2;0.82;;;
1641;1;4;1;;39;14.31;6.03;;2;2;0.77;;;
1641;1;4;2;;36;13.42;6.4;;2;2;0.77;;;
1641;1;4;3;;37;13.43;6.03;;2;2;0.77;;;
1641;1;5;1;;39;16.9;4.54;;2;2;0.25;;;
1641;1;5;2;;36;15.64;4.23;;2;2;0.25;;;
1641;1;5;3;;37;17.22;3.93;;2;2;0.25;;;
1641;1;6;1;;39;1.42;0.52;;2;2;0.61;;;
1641;1;6;2;;36;1.39;0.7;;2;2;0.61;;;
1641;1;6;3;;37;1.28;0.7;;2;2;0.61;;;
1641;1;7;1;;39;1.3;0.7;;2;2;0.62;;;
1641;1;7;2;;36;1.14;0.72;;2;2;0.62;;;
1641;1;7;3;;37;1.28;0.82;;2;2;0.62;;;
1641;1;8;1;;39;45.32;10.55;;2;2;0.94;;;
1641;1;8;2;;36;45.09;9.11;;2;2;0.94;;;
1641;1;8;3;;37;44.97;12.7;;2;2;0.94;;;
1641;1;9;1;;39;15.56;5.36;;2;2;0.23;;;
1641;1;9;2;;36;17.61;6.3;;2;2;0.23;;;
1641;1;9;3;;37;15.65;5.63;;2;2;0.23;;;
1641;1;10;1;;39;14.13;7.12;;2;2;0.74;;;
1641;1;10;2;;36;12.75;9.7;;2;2;0.74;;;
1641;1;10;3;;37;13.05;7.44;;2;2;0.74;;;
1641;1;11;1;;39;14.51;4.71;;2;2;0.15;;;
1641;1;11;2;;36;13.48;5.43;;2;2;0.15;;;
1641;1;11;3;;37;15.91;5.17;;2;2;0.15;;;
1641;1;12;1;;39;1.4;0.9;;2;2;0.71;;;
1641;1;12;2;;36;1.52;0.62;;2;2;0.71;;;
1641;1;12;3;;37;1.38;0.69;;2;2;0.71;;;
1641;1;13;1;;39;1.18;0.92;;2;2;0.56;;;
1641;1;13;2;;36;0.93;1.25;;2;2;0.56;;;
1641;1;13;3;;37;1.12;0.92;;2;2;0.56;;;
1641;1;14;1;;39;12.26;2.92;;2;2;;;;
1641;1;14;2;;36;11;2.58;;2;2;;;;
1641;1;14;3;;37;11.16;2.73;;2;2;;;;
1641;1;15;1;;39;10.9;3.08;;2;2;;;;
1641;1;15;2;;36;9.58;2.5;;2;2;;;;
1641;1;15;3;;37;9.95;2.95;;2;2;;;;
1645;1;1;1;;93;37.1;11.4;;1;1;0.38;;;
1645;1;1;2;;91;38.6;11.6;;1;1;0.38;;;
1645;1;2;1;;93;36.7;8.8;;1;1;0.66;;;
1645;1;2;2;;91;37.3;9.4;;1;1;0.66;;;
1645;1;3;1;;93;22.3;4.6;;1;1;0.06;;;
1645;1;3;2;;91;23.7;5.3;;1;1;0.06;;;
1645;1;4;1;;93;25;9.4;;1;1;0.75;;;
1645;1;4;2;;91;25.5;11.4;;1;1;0.75;;;
1645;1;5;1;;93;50.7;6.8;;1;1;0.92;;;
1645;1;5;2;;91;50.6;7.4;;1;1;0.92;;;
1645;1;6;1;;93;34.8;16.1;;1;1;0.51;;;
1645;1;6;2;;91;33.3;15;;1;1;0.51;;;
1648;1;1;1;;46;12.2;0.8;;1;1;0.72;;;
1648;1;1;2;;25;12.2;0.7;;1;1;0.72;;;
1648;1;2;1;;46;4.5;1.7;;1;1;0.67;;;
1648;1;2;2;;25;4.6;1.3;;1;1;0.67;;;
1648;1;3;1;;46;27.7;5;;1;1;0.07;;;Excluded one variable (Standardized body mass) as it is just linear transformation of the previous variable (BMI)
1648;1;3;2;;25;25.6;3.4;;1;1;0.07;;;
1648;1;4;1;;46;152.1;8.3;;1;1;0.66;;;
1648;1;4;2;;25;151.2;5.8;;1;1;0.66;;;
1648;1;5;1;;46;64.9;16.9;;1;1;0.1;;;
1648;1;5;2;;25;58.7;9.1;;1;1;0.1;;;
1648;1;6;1;;46;108.7;10.9;;1;1;0.07;;;
1648;1;6;2;;25;113.6;10.8;;1;1;0.07;;;
1648;1;7;1;;46;63;10;;1;1;0.36;;;
1648;1;7;2;;25;65.3;9.9;;1;1;0.36;;;
1648;1;8;1;;38;171.2;39.5;;1;1;0.97;;;
1648;1;8;2;;14;170.6;34.8;;1;1;0.97;;;
1648;1;9;1;;46;103.8;28.8;;1;1;0.77;;;
1648;1;9;2;;25;107;25.9;;1;1;0.77;;;
1648;1;10;1;;46;43.3;9.1;;1;1;0.68;;;
1648;1;10;2;;25;44.6;5.1;;1;1;0.68;;;
1648;1;11;1;;46;110.4;48.8;;1;1;0.41;;;
1648;1;11;2;;25;94.9;48.9;;1;1;0.41;;;
1663;1;1;1;;144;4.71;2.47;;2;2;;9;;
1663;1;1;2;;144;5.05;2.44;;2;2;;9;;
1663;1;2;1;;143;12.95;6.22;;2;2;;12;;
1663;1;2;2;;144;12.44;5.97;;2;2;;12;;
1669;1;1;1;;36;2.16;0.44;;2;2;;;;
1669;1;1;2;;21;2.1;0.39;;2;2;;;;
1669;1;2;1;;36;30.58;4.57;;2;2;;;;
1669;1;2;2;;21;28.38;3.69;;2;2;;;;
1669;1;3;1;;36;30.73;4.89;;2;2;;;;
1669;1;3;2;;21;30;4.93;;2;2;;;;
1682;1;1;1;;21;38.7;11.7;;1;1;;;;
1682;1;1;2;;22;37.5;10.1;;1;1;;;;
1682;1;2;1;;21;34.4;9.2;;1;1;;21;;
1682;1;2;2;;22;29.4;10.1;;1;1;;21;;
1688;1;1;1;;41;66.51;6.21;;2;2;0.07;;;
1688;1;1;2;;46;64.43;4.49;;2;2;0.07;;;
1688;1;2;1;;41;44;6.17;;2;2;0.47;;;
1688;1;2;2;;46;42.24;5.39;;2;2;0.47;;;
1688;1;3;1;;41;13.95;2.49;;2;2;0.31;1;;
1688;1;3;2;;46;14.02;2.78;;2;2;0.31;1;;
1688;1;4;1;;41;14.88;9.84;;2;2;0.93;7;;
1688;1;4;2;;46;14.67;10.02;;2;2;0.93;7;;
1688;1;5;1;;41;10.2;9.83;;2;2;0.02;;;
1688;1;5;2;;46;5.98;5.51;;2;2;0.02;;;
1693;1;1;1;;15;5.08;0.4;;2;2;;;;
1693;1;1;2;;15;5.11;0.4;;2;2;;;;
1693;1;1;3;;15;5.31;0.38;;2;2;;;;
1693;1;2;1;;15;34.57;7.37;;2;2;;;;
1693;1;2;2;;15;35.93;8.84;;2;2;;;;
1693;1;2;3;;15;32.83;8.08;;2;2;;;;
1693;1;3;1;;15;40.67;14.68;;2;2;;;;
1693;1;3;2;;15;44.87;11.58;;2;2;;;;
1693;1;3;3;;15;48.92;7.95;;2;2;;;;
1693;1;4;1;;15;86.47;11.14;;2;2;;;;
1693;1;4;2;;15;92.93;14.13;;2;2;;;;
1693;1;4;3;;15;86.73;13.5;;2;2;;;;
1693;1;5;1;;15;63.2;11.4;;2;2;;;;
1693;1;5;2;;15;63.4;10.25;;2;2;;;;
1693;1;5;3;;15;64.58;13.42;;2;2;;;;
1693;1;6;1;;15;67.8;9.06;;2;2;;;;
1693;1;6;2;;15;72.27;10.1;;2;2;;;;
1693;1;6;3;;15;63.21;12.1;;2;2;;;;
1697;1;1;1;;18;10.44;0.78;;2;2;;;;They mention they obtained other baseline / demographic variables. but  report the mean / SD for age of the participants only
1697;1;1;2;;17;9.88;0.99;;2;2;;;;
1709;1;1;1;;39;19.05;1.38;;2;2;;;1;
1709;1;1;2;;38;19.32;3.84;;2;2;;;1;
1709;1;2;1;;39;13.47;0.88;;2;2;;1;1;
1709;1;2;2;;38;13.09;1.08;;2;2;;1;1;
1709;1;3;1;;39;43.09;17.09;;2;2;;24;1;
1709;1;3;2;;38;49.97;24.03;;2;2;;24;1;
1709;1;4;1;;39;9.37;6.72;;2;2;;21;1;
1709;1;4;2;;38;10.06;6.08;;2;2;;21;1;
1714;1;1;1;;11;48.36;12.1;;2;1;;;;Table 1 reports baseline data as well. it is unclear whether it reports the data for all randomised participant or only for the intervention completers. Including only baseline data reported for all randomised participants. 
1714;1;1;2;;11;38.54;15.4;;2;1;;;;
1714;1;2;1;;11;7.18;3;;2;1;;;;
1714;1;2;2;;11;9.09;2.7;;2;1;;;;
1722;1;1;1;;85;6.42;1.92;;2;2;;;;
1722;1;1;2;;86;6.34;1.86;;2;2;;;;
1722;1;2;1;;82;11.76;6.89;;2;2;;7;;
1722;1;2;2;;77;9.61;6.11;;2;2;;7;;
1722;1;3;1;;82;11.68;6.92;;2;2;;7;;
1722;1;3;2;;77;10.68;7.21;;2;2;;7;;
1722;1;4;1;;82;11.2;6.63;;2;2;;7;;
1722;1;4;2;;77;9.97;7.8;;2;2;;7;;
1723;1;1;1;;56;13.36;0.87;;2;2;;;;
1723;1;1;2;;35;13.32;0.82;;2;2;;;;
1723;1;2;1;;56;27.36;6.52;;2;2;;;;
1723;1;2;2;;35;27.7;5.75;;2;2;;;;
1723;1;3;1;;56;15.35;6.412;;2;0;;;;
1723;1;3;2;;35;18.25;8.37;;2;2;;;;
1723;1;4;1;;56;3.43;1.81;;2;2;;1;;
1723;1;4;2;;35;3.6;1.65;;2;2;;1;;
1733;1;1;1;;100;42.55;11.82;;2;2;0.58;;;
1733;1;1;2;;101;41.58;12.97;;2;2;0.58;;;
1733;1;2;1;;100;24.13;7.2;;2;2;0.25;6;;
1733;1;2;2;;101;22.96;7.07;;2;2;0.25;6;;
1733;1;3;1;;100;3.75;2.35;;2;2;0.07;;;
1733;1;3;2;;101;2.82;2.38;;2;2;0.07;;;
1733;1;4;1;;100;23.37;5.09;;2;2;0.08;;;
1733;1;4;2;;101;22.08;5.08;;2;2;0.08;;;
1733;1;5;1;;100;14.75;11.1;;2;2;0.98;14;;
1733;1;5;2;;101;14.8;10.46;;2;2;0.98;14;;
1733;1;6;1;;100;4.64;3.27;;2;2;0.71;;;
1733;1;6;2;;101;4.81;3.18;;2;2;0.71;;;
1733;1;7;1;;100;7.1;2.05;;2;2;0.82;;;
1733;1;7;2;;101;7.17;2.29;;2;2;0.82;;;
1733;1;8;1;;100;7.14;2.36;;2;2;0.74;;;
1733;1;8;2;;101;7.26;2.75;;2;2;0.74;;;
1733;1;9;1;;100;3.04;2.33;;2;2;0.08;;;
1733;1;9;2;;101;2.47;2.32;;2;2;0.08;;;
1733;1;10;1;;100;20.72;7.39;;2;2;0.16;;;
1733;1;10;2;;101;22.14;6.64;;2;2;0.16;;;
1733;1;11;1;;100;61.15;9.38;;2;2;0.11;;;
1733;1;11;2;;101;63.69;11.67;;2;2;0.11;;;
1733;1;12;1;;100;12.92;5.39;;2;2;0.41;;;
1733;1;12;2;;101;13.56;4.94;;2;2;0.41;;;
1736;1;1;1;;114;39.9;13.3;;1;1;0.09;;;
1736;1;1;2;;57;36.3;12.1;;1;1;0.09;;;
1736;1;1;3;;57;34.5;12.3;;1;1;0.09;;;
1736;1;2;1;;114;17.4;20.1;;1;1;0.49;;;
1736;1;2;2;;57;16;20.4;;1;1;0.49;;;
1736;1;2;3;;57;20.5;22.1;;1;1;0.49;;;
1736;1;3;1;;114;4.2;1;;1;1;0.58;;;
1736;1;3;2;;57;4.4;1;;1;1;0.58;;;
1736;1;3;3;;57;4.3;1;;1;1;0.58;;;
1736;1;4;1;;114;11.8;2.4;;1;1;0.98;;;
1736;1;4;2;;57;11.7;2.2;;1;1;0.98;;;
1736;1;4;3;;57;11.8;2.4;;1;1;0.98;;;
1736;1;5;1;;114;32.6;9.7;;1;1;0.52;49;;
1736;1;5;2;;57;32.6;8.1;;1;1;0.52;49;;
1736;1;5;3;;57;30.9;10.3;;1;1;0.52;49;;
1736;1;6;1;;114;26.3;12;;1;1;0.21;21;;
1736;1;6;2;;57;28.2;11.1;;1;1;0.21;21;;
1736;1;6;3;;57;29.7;13.5;;1;1;0.21;21;;
1736;1;7;1;;114;54.6;10.6;;1;1;0.73;;;
1736;1;7;2;;57;55.9;11.1;;1;1;0.73;;;
1736;1;7;3;;57;54.3;11.6;;1;1;0.73;;;
1736;1;8;1;;114;17.9;32.8;;1;1;0.43;1;;
1736;1;8;2;;57;19.5;38.3;;1;1;0.43;1;;
1736;1;8;3;;57;25.4;37.4;;1;1;0.43;1;;
1736;1;9;1;;114;2.1;1.4;;1;1;0.46;1;;
1736;1;9;2;;57;2.2;1.2;;1;1;0.46;1;;
1736;1;9;3;;57;1.9;1.2;;1;1;0.46;1;;
1741;1;1;1;;36;24.1;4.7;;1;1;;;;
1741;1;1;2;;30;22.3;4.4;;1;1;;;;
1741;1;2;1;;36;13.1;5.3;;1;1;;;;
1741;1;2;2;;30;11.9;4;;1;0;;;;
1741;1;3;1;;36;13.7;4.4;;1;1;;;;
1741;1;3;2;;30;14.6;5.5;;1;1;;;;
1741;1;4;1;;36;29.8;5.9;;1;1;;;;
1741;1;4;2;;30;29.1;7.4;;1;1;;;;
1741;1;5;1;;36;17.4;25.9;;1;1;;1;;
1741;1;5;2;;30;23.7;58.4;;1;1;;1;;
1741;1;6;1;;36;442.4;231.8;;1;1;;;;
1741;1;6;2;;30;316.4;236.1;;1;1;;;;
1747;1;1;1;;29;16.24;1.35;;2;2;0.05;;;
1747;1;1;2;;31;16.87;1.06;;2;2;0.05;;;
1747;1;2;1;;29;13.1;6.3;;2;2;;1;;
1747;1;2;2;;31;13.06;7.89;;2;2;;1;;
1747;1;3;1;;29;13.14;2.01;;2;2;;;;
1747;1;3;2;;31;12.32;2.07;;2;2;;;;
1747;1;4;1;;29;2.75;1.34;;2;2;;;;
1747;1;4;2;;31;2.96;1.36;;2;2;;;;
1747;1;5;1;;29;-7.25;179.56;;2;2;;;;There is a remarkable difference between the SDs reported for the two conditions (179 vs 1)
1747;1;5;2;;31;-24.96;1.36;;2;2;;;;
1747;1;6;1;;29;73.09;12.81;;2;2;;30;;
1747;1;6;2;;31;70.08;10.6;;2;2;;30;;
1747;1;7;1;;29;0.12;0.13;;2;2;;;;
1747;1;7;2;;31;0.19;0.25;;2;2;;;;
1750;1;1;1;;19;4.89;2.54;;2;2;;6;;
1750;1;1;2;;18;5.14;1.93;;2;2;;6;;
1750;1;1;3;;18;4.74;2.45;;2;2;;6;;
1750;1;2;1;;19;57;20.21;;2;2;;10;;
1750;1;2;2;;18;41.27;22.59;;2;2;;10;;
1750;1;2;3;;18;46.1;20.17;;2;2;;10;;
1750;1;3;1;;19;9.53;0.9;;2;2;;;;
1750;1;3;2;;18;9.56;1.15;;2;2;;;;
1750;1;3;3;;18;9.42;1.17;;2;2;;;;
1750;1;4;1;;19;6.53;2.57;;2;2;;;;
1750;1;4;2;;18;6.67;2;;2;2;;;;
1750;1;4;3;;18;6.05;2.25;;2;2;;;;
1750;1;5;1;;19;8.68;2.19;;2;2;;;;
1750;1;5;2;;18;8.83;1.34;;2;2;;;;
1750;1;5;3;;18;8.47;1.81;;2;2;;;;
1750;1;6;1;;19;6.66;2.57;;2;2;;11;;
1750;1;6;2;;18;6.63;1.46;;2;2;;11;;
1750;1;6;3;;18;6.47;2.44;;2;2;;11;;
1750;1;7;1;;19;5.54;3.04;;2;2;;3;;
1750;1;7;2;;18;4.39;2.3;;2;2;;3;;
1750;1;7;3;;18;6.23;3.11;;2;2;;3;;
1755;1;1;1;;79;31.41;9.63;;2;2;;;;
1755;1;1;2;;84;32.64;10.35;;2;2;;;;
1755;1;2;1;;79;14.57;2.33;;2;2;;;;
1755;1;2;2;;84;14.19;2.43;;2;2;;;;
1756;1;1;1;;80;45.16;8.3;;2;2;;;;
1756;1;1;2;;81;43.44;10.42;;2;2;;;;
