paper;sample;variable;group;nClusters;n;mean;sd;SE;decimalM;decimalSD;pReported;discreteItemsCount;nPerCellAssumed;notes
119;1;1;2;;20;31.95;9.43;;2;2;;1;;
119;1;1;3;;20;34.1;13.76;;2;2;;1;;
119;1;2;1;;20;14.85;3;;2;2;;1;;
119;1;2;2;;20;13.85;2.52;;2;2;;1;;
119;1;2;3;;20;14.35;3.63;;2;2;;1;;
119;1;3;1;;20;4.3;2.08;;2;2;;NA;;
119;1;3;2;;20;3.6;2.03;;2;2;;NA;;
119;1;3;3;;20;3.85;2.3;;2;2;;NA;;
119;1;4;1;;20;18.7;6.26;;2;2;;1;;
119;1;4;2;;20;17.9;4.51;;2;2;;1;;
119;1;4;3;;20;19.9;7.09;;2;2;;1;;
119;1;5;1;;20;6.35;2.81;;2;2;;NA;;
119;1;5;2;;20;7.25;3.16;;2;2;;NA;;
119;1;5;3;;20;7.05;3.02;;2;2;;NA;;
119;1;6;1;;20;17.47;2.93;;2;2;;1;;
119;1;6;2;;20;17.35;2.83;;2;2;;1;;
119;1;6;3;;20;17.12;2.42;;2;2;;1;;
130;1;1;1;;175;44.1;13.4;;1;1;;1;;
130;1;1;2;;168;43.1;12.9;;1;1;;1;;
130;1;1;3;;170;44.1;12.6;;1;1;;1;;
130;1;2;1;;159;41;14.2;;1;1;;1;;
130;1;2;2;;168;42.2;13.9;;1;1;;1;;
141;1;1;1;;48;40.67;10.51;;2;2;>0.05;1;;
141;1;1;2;;43;42.3;9.3;;2;2;>0.05;1;;
141;1;2;1;;48;16.26;1.3;;2;2;>0.05;1;;
141;1;2;2;;43;16.12;1.4;;2;2;>0.05;1;;
141;1;3;1;;48;20.97;12.23;;2;2;0.045;1;;
141;1;3;2;;43;18.27;16.6;;2;2;0.045;1;;
141;1;4;1;;48;20.6;23;;2;2;>0.05;NA;;
141;1;4;2;;43;18.22;24;;2;2;>0.05;NA;;
141;1;5;1;;48;20.26;10.52;;2;2;>0.05;NA;;
141;1;5;2;;43;17;11.35;;2;2;>0.05;NA;;
141;1;6;1;;48;54.07;11.44;;2;2;0.025;NA;;
141;1;6;2;;43;48.44;11.83;;2;2;0.025;NA;;
141;1;7;1;;48;11.26;5.1;;2;2;0.02;NA;;
141;1;7;2;;43;8.84;4.53;;2;2;0.02;NA;;
141;1;8;1;;48;31.58;19.96;;2;2;>0.05;NA;;
141;1;8;2;;43;28.63;17.08;;2;2;>0.05;NA;;
141;1;9;1;;48;87.5;224.05;;2;2;>0.05;NA;;
141;1;9;2;;43;76.45;99.77;;2;2;>0.05;NA;;
156;1;1;1;;32;48.8;13.4;;1;1;>0.05;1;;
156;1;1;2;;35;50.1;16.4;;1;1;>0.05;1;;
156;1;1;3;;32;48.4;14.2;;1;1;>0.05;1;;
156;1;2;1;;32;8.9;5.5;;1;1;>0.05;1;;
156;1;2;2;;35;9.7;9.5;;1;1;>0.05;1;;
156;1;2;3;;32;9;9.2;;1;1;>0.05;1;;
156;1;3;1;;32;60.19;14.59;;2;2;0.034;25;;
156;1;3;2;;35;52.74;12.9;;2;2;0.034;25;;
156;1;3;3;;32;60.94;14.79;;2;2;0.034;25;;
156;1;4;1;;32;8.44;3.7;;2;2;>0.05;NA;;
156;1;4;2;;35;7.66;3.77;;2;2;>0.05;NA;;
156;1;4;3;;32;8.22;3.94;;2;2;>0.05;NA;;
156;1;5;1;;32;5.97;3.24;;2;2;>0.05;;;
156;1;5;2;;35;6.8;3.71;;2;2;>0.05;;;
156;1;5;3;;32;6.03;3.42;;2;2;>0.05;;;
156;1;6;1;;32;27.41;7.39;;2;2;>0.05;14;;
156;1;6;2;;35;27.89;7.62;;2;2;>0.05;14;;
156;1;6;3;;32;27.81;7.86;;2;2;>0.05;14;;
156;1;7;1;;32;14.66;6.3;;2;2;>0.05;;;
156;1;7;2;;35;13.23;5.8;;2;2;>0.05;;;
156;1;7;3;;32;13.78;6.54;;2;2;>0.05;;;
156;1;8;1;;32;1.87;1.83;;2;2;>0.05;;;
156;1;8;2;;35;1.5;1.59;;2;2;>0.05;;;
156;1;8;3;;32;1.98;1.58;;2;2;>0.05;;;
156;1;9;1;;32;31.94;9.43;;2;2;>0.05;;;
156;1;9;2;;35;34.74;10.27;;2;2;>0.05;;;
156;1;9;3;;32;32.47;9.93;;2;2;>0.05;;;
157;1;1;1;;16;26.25;4.01;;2;2;;NA;;
157;1;1;2;;13;24.62;3.4;;2;2;;NA;;
157;2;1;1;;15;69.73;5.02;;2;2;;NA;;
157;2;1;2;;15;68.8;4.8;;2;2;;NA;;
157;1;2;1;;16;15.69;2.5;;2;2;;1;;
157;1;2;2;;13;15;2.49;;2;2;;1;;
157;2;2;1;;15;11.46;4.64;;2;2;;1;;
157;2;2;2;;15;13.13;4.53;;2;2;;1;;
157;1;3;1;;16;23.31;2.02;;2;2;;NA;;
157;1;3;2;;13;23.46;2.5;;2;2;;NA;;
157;2;3;1;;15;24.07;4.43;;2;2;;NA;;
157;2;3;2;;15;25.73;4.11;;2;2;;NA;;
157;1;4;1;;16;61.93;14.19;;2;2;;NA;;
157;1;4;2;;13;59;12;;2;2;;NA;;
157;2;4;1;;15;43;9.33;;2;2;;NA;;
157;2;4;2;;15;42.13;10.32;;2;2;;NA;;
157;1;5;1;;16;29.13;1.09;;2;2;;NA;;
157;1;5;2;;13;29;1.08;;2;2;;NA;;
157;2;5;1;;15;28.67;0.82;;2;2;;NA;;
157;2;5;2;;15;29.2;0.68;;1;2;;NA;;
157;1;6;1;;16;3.81;5.23;;2;2;;NA;;
157;1;6;2;;13;4.31;2.21;;2;2;;NA;;
157;2;6;1;;15;3.17;3.04;;2;2;;NA;;
157;2;6;2;;15;5.93;3.62;;2;2;;NA;;
157;1;7;1;;16;3.19;2.11;;2;2;;NA;;
157;1;7;2;;13;3.85;1.57;;2;2;;NA;;
157;2;7;1;;15;1.13;1.46;;2;2;;NA;;
157;2;7;2;;15;2.07;1.87;;2;2;;NA;;
157;1;8;1;;16;5.19;2.71;;2;2;;NA;;
157;1;8;2;;13;5.77;2.42;;0;0;;NA;;
157;2;8;1;;15;3.33;2.47;;2;2;;NA;;
157;2;8;2;;15;3.87;2.2;;2;2;;NA;;
157;1;9;1;;16;32.73;2.34;;2;2;;NA;;
157;1;9;2;;13;31.92;3.92;;2;2;;NA;;
157;2;9;1;;15;23.53;11.92;;2;2;;NA;;
157;2;9;2;;15;25.33;7.7;;2;2;;NA;;
157;1;10;1;;16;28.73;4.91;;2;2;;NA;;
157;1;10;2;;13;30.38;3.8;;2;3;;NA;;
157;2;10;1;;15;16.87;10.15;;2;2;;NA;;
157;2;10;2;;15;19.67;8.82;;2;2;;NA;;
157;1;11;1;;16;23.6;5.57;;2;2;;NA;;
157;1;11;2;;13;26.15;4.28;;2;2;;NA;;
157;2;11;1;;15;13.67;11.11;;2;2;;NA;;
157;2;11;2;;15;15.2;8.86;;2;2;;NA;;
157;1;12;1;;16;135.14;139.42;;2;2;;NA;;
157;1;12;2;;13;121.11;78.23;;2;2;;NA;;
157;2;12;1;;15;312.1;240.08;;2;2;;NA;;
157;2;12;2;;15;418.41;409.91;;2;2;;NA;;
157;1;13;1;;16;286.01;235.85;;2;2;;NA;;
157;1;13;2;;13;379.73;152.51;;2;2;;NA;;
157;2;13;1;;15;490.11;330.34;;2;2;;NA;;
157;2;13;2;;15;437.96;268.65;;2;2;;NA;;
157;1;14;1;;16;75.92;44.51;;2;2;;NA;;
157;1;14;2;;13;85.01;38.58;;2;2;;NA;;
157;2;14;1;;15;87.64;51.72;;2;2;;NA;;
157;2;14;2;;15;105.18;53.26;;2;2;;NA;;
157;1;15;1;;16;16.38;10.39;;2;2;;NA;;
157;1;15;2;;13;16.59;5.85;;2;2;;NA;;
157;2;15;1;;15;34.76;12;;2;2;;NA;;
157;2;15;2;;15;20.79;26.02;;2;2;;NA;;
157;1;16;1;;16;6.25;1.24;;2;2;;NA;;
157;1;16;2;;13;6.31;1.11;;2;2;;NA;;
157;2;16;1;;15;6;0.76;;2;2;;NA;;
157;2;16;2;;15;6.13;1.06;;2;2;;NA;;
157;1;17;1;;16;5.44;0.73;;2;2;;NA;;
157;1;17;2;;13;5.08;1.12;;2;2;;NA;;
157;2;17;1;;15;5.13;1.25;;2;2;;NA;;
157;2;17;2;;15;4.67;1.11;;2;2;;NA;;
157;1;18;1;;16;3.44;1.15;;2;2;;NA;;
157;1;18;2;;13;4.15;1.21;;2;2;;NA;;
157;2;18;1;;15;2.53;1.13;;2;2;;NA;;
157;2;18;2;;15;2.47;0.92;;2;2;;NA;;
157;1;19;1;;16;57.06;16.64;;2;2;;NA;;
157;1;19;2;;13;55.54;9.4;;2;2;;NA;;
157;2;19;1;;15;45.8;17.44;;2;2;;NA;;
157;2;19;2;;15;49.93;16.52;;2;2;;NA;;
157;1;20;1;;16;36.88;16.64;;2;2;;NA;;
157;1;20;2;;13;37.54;6.45;;2;2;;NA;;
157;2;20;1;;15;30.13;7.86;;2;2;;NA;;
157;2;20;2;;15;34.8;8.1;;2;2;;NA;;
157;1;21;1;;16;12;3.6;;2;2;;NA;;
157;1;21;2;;13;11.85;2.88;;2;2;;NA;;
157;2;21;1;;15;8;2.62;;2;2;;NA;;
157;2;21;2;;15;7.2;2.18;;2;2;;NA;;
157;1;22;1;;16;11.13;2.42;;2;2;;NA;;
157;1;22;2;;13;11.85;3.05;;2;2;;NA;;
157;2;22;1;;15;5.33;3.89;;2;2;;NA;;
157;2;22;2;;15;6.67;2.64;;2;2;;NA;;
157;1;23;1;;16;32.39;7.8;;2;2;;NA;;
157;1;23;2;;13;37;10.15;;2;2;;NA;;
157;2;23;1;;15;33.29;6.22;;2;2;;NA;;
157;2;23;2;;15;37.19;9.03;;2;2;;NA;;
157;1;24;1;;16;14.67;4.62;;2;2;;NA;;
157;1;24;2;;13;17;4.54;;2;2;;NA;;
157;2;24;1;;15;14.5;3.76;;2;2;;NA;;
157;2;24;2;;15;17;3.93;;2;2;;NA;;
157;1;25;1;;16;18.29;4.65;;2;2;;NA;;
157;1;25;2;;13;19.67;5.94;;2;2;;NA;;
157;2;25;1;;15;18.79;3.23;;2;2;;NA;;
157;2;25;2;;15;20.19;5.49;;2;2;;NA;;
162;1;1;1;;55;35.8;9.29;;2;2;0.19;1;;
162;1;1;2;;57;34.05;11.4;;2;2;0.19;1;;
162;1;2;1;;55;14.15;5.68;;2;2;;12;;
162;1;2;2;;56;12.56;5.25;;2;2;;12;;
163;1;1;1;;25;33;6.8;;1;1;<0.05;1;;
163;1;1;2;;25;34.72;9.5;;2;1;<0.05;1;;
165;1;1;1;;11;36.55;12.53;;2;2;0.22;NA;;
165;1;1;2;;11;30.64;9.24;;2;2;0.22;NA;;
165;1;2;1;;10;70.89;68.86;;0;0;0.58;1;;
165;1;2;2;;9;54.2;58.74;;2;2;0.58;1;;
165;1;3;1;;11;11.5;2.92;;2;2;0.21;1;;
165;1;3;2;;11;13.6;4.17;;1;2;0.21;1;;
165;1;4;1;;11;3;1.41;;2;2;0.81;1;;
165;1;4;2;;11;2.82;2.09;;2;2;0.81;1;;
165;1;5;1;;11;89.82;13.2;;2;2;0.28;30;;
165;1;5;2;;11;83.09;14.91;;2;2;0.28;30;;
165;1;6;1;;11;63.09;12.9;;2;2;0.51;34;;
165;1;6;2;;11;58.18;20.81;;2;2;0.51;34;;
165;1;7;1;;11;26.73;5.76;;2;2;0.42;21;;
165;1;7;2;;11;23.55;11.57;;2;2;0.42;21;;
165;1;8;1;;11;15.55;7.06;;2;2;0.38;21;;
165;1;8;2;;11;19.36;12.18;;2;2;0.38;21;;
172;1;1;1;;25;1.85;0.1;;2;2;<0.05;4;;
172;1;1;2;;25;1.84;0.08;;2;2;<0.05;4;;
172;1;2;1;;25;1.58;0.33;;2;2;<0.05;4;;
172;1;2;2;;25;1.77;0.15;;2;2;<0.05;4;;
172;1;3;1;;25;2.02;0.13;;2;2;<0.05;4;;
172;1;3;2;;25;2.1;0.26;;2;2;<0.05;4;;
172;1;4;1;;25;2.23;0.2;;2;2;<0.05;4;;
172;1;4;2;;25;2.09;0.82;;2;2;<0.05;4;;
175;1;1;1;;16;19.69;17.02;;2;2;;17;;For one of the scales (VVIQ). they mention some datapoints were missing. but they do not specify for which group they are missing. We excluded the VVIQ variable from analysis
175;1;1;2;;11;13.64;12.87;;2;2;;17;;
175;2;1;1;;16;44.82;8.21;;2;2;;17;;
175;2;1;2;;12;44.8;8.2;;2;2;;17;;
175;1;2;1;;16;1.38;1.89;;2;2;;7;;
175;1;2;2;;11;2.36;2.46;;2;2;;7;;
175;2;2;1;;16;8.06;5.89;;2;2;;7;;
175;2;2;2;;12;10.42;4.87;;2;2;;7;;
175;1;3;1;;16;22.67;7.69;;2;2;;10;;
175;1;3;2;;11;24;7.24;;2;2;;10;;
175;2;3;1;;16;19.13;5.92;;2;2;;10;;
175;2;3;2;;12;19.83;9.63;;2;2;;10;;
175;1;4;1;;16;12.06;3.87;;2;2;;10;;
175;1;4;2;;11;13.36;4.01;;2;2;;10;;
175;2;4;1;;16;15.25;3.7;;2;2;;10;;
175;2;4;2;;12;17.75;4.52;;2;2;;10;;
175;1;5;1;;16;39.52;13.36;;2;2;;17;;
175;1;5;2;;11;36.45;8.1;;2;2;;17;;
175;2;5;1;;16;53.06;7.06;;2;2;;17;;
175;2;5;2;;12;52.01;12.01;;2;2;;17;;
176;1;1;1;;25;20.7;3.6;;1;1;;NA;;
176;1;1;2;;22;19.9;2.2;;1;1;;NA;;
177;1;1;1;;40;82.43;15.09;;2;2;;17;;
177;1;1;2;;41;81.17;14.31;;2;2;;17;;
177;1;2;1;;40;67.4;9.92;;2;2;;17;;
177;1;2;2;;41;65.33;11.82;;2;2;;17;;
177;1;3;1;;40;29.76;9.74;;2;2;;21;;
177;1;3;2;;41;28.39;10.87;;2;2;;21;;
177;1;4;1;;40;145.45;30.19;;2;2;;NA;;
177;1;4;2;;41;135.29;35.22;;2;2;;NA;;
177;1;5;1;;40;11.49;5.53;;2;2;;NA;;
177;1;5;2;;41;11.23;5.95;;2;2;;NA;;
177;1;6;1;;40;47.7;9.01;;2;2;;15;;
177;1;6;2;;41;51.57;10.37;;2;2;;15;;
177;1;7;1;;40;47.26;9.27;;2;2;;28;;
177;1;7;2;;41;51.3;14.13;;2;2;;28;;
177;1;8;1;;40;7;4.97;;2;2;;25;;
177;1;8;2;;41;4.78;3.21;;2;2;;25;;
181;1;1;1;;11;36.73;12.58;;2;2;0.06;NA;;
181;1;1;2;;11;27.1;10.13;;2;2;0.06;NA;;
181;1;2;1;;9;30.47;12.3;;2;2;0.35;NA;;
181;1;2;2;;11;25.58;10.09;;2;2;0.35;NA;;
181;1;3;1;;11;13.11;3.48;;2;2;0.31;NA;;
181;1;3;2;;11;16.18;8.75;;2;2;0.31;NA;;
181;1;4;1;;11;56;23;;0;0;0.09;NA;;
181;1;4;2;;11;40;17;;0;0;0.09;NA;;
181;1;5;1;;11;21.78;26.28;;2;2;0.44;1;;
181;1;5;2;;11;29.96;21.75;;2;2;0.44;1;;
181;1;6;1;;11;3.79;1.34;;2;2;0.7;36;;
181;1;6;2;;11;3.54;1.51;;2;2;0.7;36;;
181;1;7;1;;11;39.22;17.24;;2;2;0.33;NA;;
181;1;7;2;;11;32.33;11.35;;2;2;0.33;NA;;
181;1;8;1;;11;2.03;0.79;;2;2;0.33;26;;
181;1;8;2;;11;2.35;0.7;;2;2;0.33;26;;
181;1;9;1;;11;3.15;1.06;;2;2;0.63;15;;
181;1;9;2;;11;3.38;1.11;;2;2;0.63;15;;
181;1;10;1;;11;2.77;0.88;;2;2;0.41;13;;
181;1;10;2;;11;3.09;0.92;;2;2;0.41;13;;
181;1;11;1;;11;3.11;0.69;;2;2;0.84;25;;
181;1;11;2;;11;3.05;0.8;;2;2;0.84;25;;
183;1;1;1;;32;50.59;2.03;;2;2;0.336;NA;;
183;1;1;2;;34;53.12;1.65;;2;2;0.336;NA;;
183;1;2;1;;32;93.44;0.85;;2;2;0.321;NA;;
183;1;2;2;;34;95;1.28;;2;2;0.321;NA;;
183;1;3;1;;32;10.19;0.64;;2;2;0.933;1;;
183;1;3;2;;34;10.12;0.53;;2;2;0.933;1;;
183;1;4;1;;32;8.34;0.66;;2;2;0.087;1;;
183;1;4;2;;34;9.74;0.47;;2;2;0.087;1;;
183;1;5;1;;32;2.5;0.14;;2;2;;1;;
183;1;5;2;;34;2.09;0.18;;2;2;;1;;
183;1;6;1;;32;5.69;0.66;;2;2;;7;;
183;1;6;2;;34;4.47;0.47;;2;2;;7;;
183;1;7;1;;32;11.72;0.51;;2;2;;10;;
183;1;7;2;;34;10.79;0.46;;2;2;;10;;
183;1;8;1;;32;12.87;2.5;;2;2;;24;;
183;1;8;2;;34;15.32;2.7;;2;2;;24;;
183;1;9;1;;32;10.69;2.23;;2;2;;24;;
183;1;9;2;;34;15.29;2.67;;2;2;;24;;
183;1;10;1;;32;0.48;0.07;;2;2;;10;;
183;1;10;2;;34;0.66;0.09;;2;2;;10;;
201;1;1;1;;20;10.53;2.59;;0;0;;NA;;
201;1;1;2;;18;9.67;2.63;;0;0;;NA;;
201;1;2;1;;20;11.59;2.33;;0;0;;NA;;
201;1;2;2;;18;10.67;3.4;;0;0;;NA;;
201;1;3;1;;20;3.43;1.35;;0;0;;NA;;
201;1;3;2;;18;3.17;1.54;;0;0;;NA;;
201;1;4;1;;20;3.51;1.47;;2;2;;NA;;
201;1;4;2;;18;3.56;1.62;;2;2;;NA;;
201;1;5;1;;20;1.15;2.23;;2;2;;NA;;
201;1;5;2;;18;1.33;2.71;;2;2;;NA;;
201;1;6;1;;20;1.26;2.5;;2;2;;NA;;
201;1;6;2;;18;0.83;2.26;;2;2;;NA;;
201;1;7;1;;20;2.45;2.76;;2;2;;NA;;
201;1;7;2;;18;1.94;3.21;;2;2;;NA;;
201;1;8;1;;20;3.25;2.21;;2;2;;NA;;
201;1;8;2;;18;3.11;3.05;;2;2;;NA;;
201;1;9;1;;20;6.71;3.5;;2;2;;NA;;
201;1;9;2;;18;7.22;5.76;;2;2;;NA;;
201;1;8;1;;20;6.75;7.65;;2;2;;NA;;
201;1;8;2;;18;10.44;10.3;;2;2;;NA;;
201;1;9;1;;20;7.5;8.03;;2;2;;NA;;
201;1;9;2;;18;10.83;10.98;;2;2;;NA;;
201;1;8;1;;20;53.74;5.96;;2;2;;1;;
201;1;8;2;;18;53.9;7.94;;2;2;;1;;
205;1;1;1;;46;22.4;3.9;;1;1;0.39;NA;;
205;1;1;2;;46;21.5;2;;1;1;0.39;NA;;
205;1;1;3;;46;22;3.1;;1;1;0.39;NA;;
205;1;2;1;;46;26.7;7.5;;1;1;0.49;9;;
205;1;2;2;;46;28.3;8.9;;1;1;0.49;9;;
205;1;2;3;;46;28.6;7.3;;1;1;0.49;9;;
205;1;3;1;;46;15.6;4.5;;1;1;0.39;5;;
205;1;3;2;;46;16.8;3.6;;1;1;0.39;5;;
205;1;3;3;;46;16.2;3.8;;1;1;0.39;5;;
205;1;4;1;;46;19.5;1.9;;1;1;0.02;1;;
205;1;4;2;;46;19.8;0.9;;1;1;0.02;1;;
205;1;4;3;;46;19.3;0.8;;1;1;0.02;1;;
209;1;1;1;;12;3.56;1.6;;2;1;;1;;
209;1;1;2;;11;2.75;1.1;;2;1;;1;;
209;1;2;1;;16;38.55;14.6;;2;1;;NA;;
209;1;2;2;;14;36.72;14.7;;2;1;;NA;;
209;1;3;1;;14;10.11;2.6;;2;1;;NA;;
209;1;3;2;;14;9.49;2.6;;2;1;;NA;;
209;1;4;1;;16;4.56;1.2;;2;1;;NA;;
209;1;4;2;;14;4.53;1.3;;2;1;;NA;;
209;1;5;1;;16;10.22;2.1;;2;1;;NA;;
209;1;5;2;;15;11.27;3.7;;2;1;;NA;;
212;1;1;1;;44;15.1;1.1;;1;1;;NA;;
212;1;1;2;;37;15.4;1.1;;1;1;;NA;;
212;1;2;1;;44;11.7;8.1;;1;1;;1;;
212;1;2;2;;37;12.4;9.9;;1;1;;1;;
212;2;1;1;;41;15.4;1.3;;1;1;;NA;;
212;2;1;2;;44;15.3;1.1;;1;1;;NA;;
212;2;2;1;;41;12.2;7.6;;1;1;;1;;
212;2;2;2;;44;11.4;6.9;;1;1;;1;;
216;1;1;1;;32;22.56;6.2;;2;2;;10;;
216;1;1;2;;39;20.74;5.45;;2;2;;10;;
216;1;2;1;;32;6.41;4.46;;2;2;;NA;;
216;1;2;2;;39;7.18;3.55;;2;2;;NA;;
216;1;3;1;;32;10.53;4.7;;2;2;;NA;;
216;1;3;2;;39;10.44;4.59;;2;2;;NA;;
216;1;4;1;;32;18.97;3.68;;2;2;;6;;
216;1;4;2;;39;18.9;3.7;;2;2;;6;;
216;1;5;1;;32;13.28;7.07;;2;2;;NA;;
216;1;5;2;;39;15.05;6.72;;2;2;;NA;;
216;1;6;1;;32;10.55;6.79;;2;2;;NA;;
216;1;6;2;;39;11.77;7.51;;2;2;;NA;;
216;1;7;1;;32;9.5;5.51;;2;2;;NA;;
216;1;7;2;;39;10.85;5.52;;2;2;;NA;;
216;1;8;1;;32;28.92;6.14;;2;2;;NA;;
216;1;8;2;;39;27.73;5.92;;2;2;;NA;;
216;1;9;1;;32;27.93;7.44;;2;2;;NA;;
216;1;9;2;;39;28.06;7.7;;2;2;;NA;;
216;1;10;1;;32;24.03;6.44;;2;2;;NA;;
216;1;10;2;;39;20.67;6.64;;2;2;;NA;;
216;1;11;1;;32;24.78;7.77;;2;2;;NA;;
216;1;11;2;;39;23.97;7.58;;2;2;;NA;;
216;1;12;1;;32;17.79;4.95;;2;2;;NA;;
216;1;12;2;;39;17.72;4.85;;2;2;;NA;;
217;1;1;1;;48;51.65;12.54;;2;2;0.068;1;;
217;1;1;2;;47;56.11;10.9;;2;2;0.068;1;;
217;1;2;1;;48;9.94;5.13;;2;2;0.821;1;;
217;1;2;2;;47;11.38;11.25;;2;2;0.821;1;;
220;1;1;1;;71;49.9;11.3;;1;1;;1;;Might be a good paper for the tutorial (has a confusing table) 
220;1;1;2;;76;47.8;10.5;;1;1;;1;;
223;1;1;1;;28;109197;50421;;0;0;;NA;;
223;1;1;2;;28;325024;1058719;;0;0;;NA;;
223;1;2;1;;28;4.8;2.8;;1;1;;NA;;
223;1;2;2;;28;5.3;2.4;;1;1;;NA;;
223;1;3;1;;28;4.6;2.6;;1;1;;NA;;
223;1;3;2;;28;5.2;2.7;;1;1;;NA;;
223;1;4;1;;28;10.5;2.8;;1;1;;NA;;
223;1;4;2;;28;10.3;1.9;;1;1;;NA;;
223;1;5;1;;28;4.9;4.2;;1;1;;NA;;
223;1;5;2;;28;4.2;4.3;;1;1;;NA;;
223;1;6;1;;28;0.54;1.5;;2;1;;NA;;
223;1;6;2;;28;0.52;1.5;;2;1;;NA;;
223;1;7;1;;28;0.42;1.8;;2;1;;NA;;
223;1;7;2;;28;0.19;0.68;;2;2;;NA;;
223;2;1;1;;16;62897;27897;;0;0;;NA;;
223;2;1;2;;15;71276;23023;;0;0;;NA;;
223;2;2;1;;16;7.6;2.1;;1;1;;NA;;
223;2;2;2;;15;7.6;3;;1;1;;NA;;
223;2;3;1;;16;6.1;1.5;;1;1;;NA;;
223;2;3;2;;15;7.6;3.3;;1;1;;NA;;
223;2;4;1;;16;11.5;2.5;;1;1;;NA;;
223;2;4;2;;15;10.6;2.8;;1;1;;NA;;
223;2;5;1;;16;5.3;3.2;;1;1;;NA;;
223;2;5;2;;15;4.1;2.9;;1;1;;NA;;
223;2;6;1;;16;0.7;1.1;;2;1;;NA;;
223;2;6;2;;15;0.79;0.89;;2;2;;NA;;
223;2;7;1;;16;0.4;0.97;;2;2;;NA;;
223;2;7;2;;15;0.5;1.2;;2;1;;NA;;
227;1;1;1;;29;43.8;8;;1;1;;NA;;Good potential tutorial paper (only the physicians were randomised. althought the tables report baseline data for patients & their relatives as well)
227;1;1;2;;27;41.3;5.9;;1;1;;NA;;
227;1;2;1;;29;17.7;7.5;;1;1;;1;;
227;1;2;2;;27;16.4;5.9;;1;1;;1;;
227;1;3;1;;29;14.7;8;;1;1;;1;;
227;1;3;2;;27;13.1;6.1;;1;1;;1;;
227;1;4;1;;29;27.8;18.4;;1;1;;1;;
227;1;4;2;;27;29.5;24.8;;1;1;;1;;
243;1;1;1;;58;83.93;29.32;;2;2;;NA;;
243;1;1;2;;59;83.5;27.61;;2;2;;NA;;
243;1;2;1;;58;43.17;14.24;;2;2;;17;;
243;1;2;2;;59;43.25;14.25;;2;2;;17;;
243;1;3;1;;58;21.68;13.26;;2;2;;21;;
243;1;3;2;;59;24.39;11.69;;2;2;;21;;
243;1;4;1;;58;44.86;10.21;;2;2;;12;;
243;1;4;2;;59;46.51;8.37;;2;2;;12;;
243;1;5;1;;58;30.26;9.87;;2;2;;9;;
243;1;5;2;;59;28.38;12.06;;2;2;;9;;
243;1;6;1;;58;30.52;7.46;;2;2;;14;;
243;1;6;2;;59;27.11;7.16;;2;2;;14;;
243;1;7;1;;58;69.78;12.35;;2;2;;26;;
243;1;7;2;;59;65.52;11.77;;2;2;;26;;
243;1;8;1;;58;33.92;10.6;;2;2;;7;;
243;1;8;2;;59;35.16;9.29;;2;2;;7;;
243;1;9;1;;58;18.8;7.76;;2;2;;5;;
243;1;9;2;;59;15.27;6.24;;2;2;;5;;
244;1;1;1;;35;24.12;5.7;;2;2;;NA;;
244;1;1;2;;41;24.07;6.57;;2;2;;NA;;
244;1;1;3;;35;24.49;6.23;;2;2;;NA;;
244;1;2;1;;35;15.44;4.55;;2;2;;NA;;
244;1;2;2;;41;17.38;6.32;;2;2;;NA;;
244;1;2;3;;35;15.51;5.04;;2;2;;NA;;
244;1;3;1;;35;49.09;10.11;;2;2;;20;;
244;1;3;2;;41;45.02;7.29;;2;2;;20;;
244;1;3;3;;35;47.44;9.43;;2;2;;20;;
244;1;4;1;;35;16.76;4;;2;2;;25;;
244;1;4;2;;41;16.28;3.04;;2;2;;25;;
244;1;4;3;;35;16.55;3.93;;2;2;;25;;
244;1;5;1;;35;22.88;11.62;;2;2;;21;;
244;1;5;2;;41;20.38;10.24;;2;2;;21;;
244;1;5;3;;35;21.51;11.81;;2;2;;21;;
244;1;6;1;;35;31.64;11.68;;2;2;;15;;
244;1;6;2;;41;31.05;10.62;;2;2;;15;;
244;1;6;3;;35;33.55;9.25;;2;2;;15;;
260;1;1;1;;33;1.04;0.72;;2;2;;5;;
260;1;1;2;;34;1.03;0.87;;2;2;;5;;
260;1;1;3;;29;1.03;0.88;;2;2;;5;;
260;1;2;1;;33;3.55;2.78;;2;2;;NA;;
260;1;2;2;;34;3.79;2.89;;2;2;;NA;;
260;1;2;3;;29;3.6;2.73;;2;2;;NA;;
260;1;3;1;;33;5.89;4.41;;2;2;;NA;;
260;1;3;2;;34;5.51;4.54;;2;2;;NA;;
260;1;3;3;;29;5.7;4.67;;2;2;;NA;;
260;1;4;1;;33;5.24;3.89;;2;2;;NA;;
260;1;4;2;;34;6.26;4.83;;2;2;;NA;;
260;1;4;3;;29;4.96;3.99;;2;2;;NA;;
266;1;1;1;;51;135.8;14.11;;1;2;;NA;;The intervention is a mix of medication. biofeedback and relaxation therapy. not sure if it qualifies as a psych study
266;1;1;2;;51;135.6;14.57;;1;2;;NA;;
266;1;2;1;;51;88.2;7.8;;1;2;;NA;;
266;1;2;2;;51;87.1;7.52;;1;2;;NA;;
266;1;3;1;;51;135.6;12.59;;1;2;;NA;;
266;1;3;2;;51;137.6;12.52;;1;2;;NA;;
266;1;4;1;;51;86.7;7.5;;1;2;;NA;;
266;1;4;2;;51;87.1;6.83;;1;2;;NA;;
266;1;5;1;;51;136.7;14.03;;1;2;;NA;;
266;1;5;2;;51;135.9;13.08;;1;2;;NA;;
